entidad|id_entidad|id_registro|tipo_registro|tipo_acceso|id_search|word_key|id_link|link|tramite|ministerio|time_update
Ministerio de Transportes y Comunicaciones (MTC)|10166|64539|T|B|78|tra%20mtc|13|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10166&id_registro=64539&tipo_registro=T&tipo_acceso=B|CESIÓN EN USO DE TIERRAS PARA EL ESTABLECIMIENTO, AMPLIACIÓN O TRASLADO DE TALLERES Y PLANTAS DE TRANSFORMACIÓN PRIMARIA DE PRODUCTOS FORESTALES Y DE FAUNA SILVESTRE.|CESIÓN EN USO DE TIERRAS PARA EL ESTABLECIMIENTO, AMPLIACIÓN O TRASLADO DE TALLERES Y PLANTAS DE TRANSFORMACIÓN PRIMARIA DE PRODUCTOS FORESTALES Y DE FAUNA SILVESTRE.Gobierno Regional San Martín (GORESAM)|2019-09-14 12:31:53.550501
Ministerio de Transportes y Comunicaciones (MTC)|10157|68889|T|B|78|tra%20mtc|14|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10157&id_registro=68889&tipo_registro=T&tipo_acceso=B|CESIÓN EN USO DE TIERRAS PARA EL ESTABLECIMIENTO, AMPLIACIÓN O TRASLADO DE TALLERES Y PLANTAS DE TRASNFORMACIÓN PRIMARIA DE PRODUCTOS FORESTALES Y DE FAUNA SILVESTRE.|CESIÓN EN USO DE TIERRAS PARA EL ESTABLECIMIENTO, AMPLIACIÓN O TRASLADO DE TALLERES Y PLANTAS DE TRASNFORMACIÓN PRIMARIA DE PRODUCTOS FORESTALES Y DE FAUNA SILVESTRE.GOBIERNO REGIONAL PASCO (GOREPA)|2019-09-14 12:31:53.553498
Ministerio de Transportes y Comunicaciones (MTC)|10157|69447|T|B|78|tra%20mtc|15|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10157&id_registro=69447&tipo_registro=T&tipo_acceso=B|CESION Y TRANSFERENCIA DE APORTE EN TERRENO POR PROCESO DE HABILITACIÓN|CESION Y TRANSFERENCIA DE APORTE EN TERRENO POR PROCESO DE HABILITACIÓNGOBIERNO REGIONAL PASCO (GOREPA)|2019-09-14 12:31:53.554489
Ministerio de Transportes y Comunicaciones (MTC)|13198|8772|T|B|78|tra%20mtc|16|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13198&id_registro=8772&tipo_registro=T&tipo_acceso=B|CESIÒN Y TRANSFERENCIA DE APORTE EN TERRENO POR PROCESO DE HABILITACIÒN URBANA  D.S.Nº012-2002-ED|CESIÒN Y TRANSFERENCIA DE APORTE EN TERRENO POR PROCESO DE HABILITACIÒN URBANA  D.S.Nº012-2002-EDUnidad de Gestión Educativa Local de Palpa (UGELP)|2019-09-14 12:31:53.555479
Ministerio de Transportes y Comunicaciones (MTC)|13599|28906|T|B|78|tra%20mtc|17|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13599&id_registro=28906&tipo_registro=T&tipo_acceso=B|CESIÓN Y TRANSFERENCIA DE APORTE EN TERRENO POR PROCESOS DE HABILITACIÓN URBANA.|CESIÓN Y TRANSFERENCIA DE APORTE EN TERRENO POR PROCESOS DE HABILITACIÓN URBANA.Direccion Regional de Educacion de Huancavelica (DRE - HUANCAVELICA)|2019-09-14 12:31:53.556485
Ministerio de Transportes y Comunicaciones (MTC)|133|1144|T|B|78|tra%20mtc|18|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=133&id_registro=1144&tipo_registro=T&tipo_acceso=B|CESIÓN Y TRANSFERENCIA DE APORTES EN TERRENO POR PROCESOS DE HABILITACIÓN URBANA|CESIÓN Y TRANSFERENCIA DE APORTES EN TERRENO POR PROCESOS DE HABILITACIÓN URBANAMinisterio de Educación (MINEDU)|2019-09-14 12:31:53.557473
Ministerio de Transportes y Comunicaciones (MTC)|133|1218|T|B|78|tra%20mtc|19|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=133&id_registro=1218&tipo_registro=T&tipo_acceso=B|CESIÓN Y TRANSFERENCIA DE APORTES EN TERRENO POR PROCESOS DE HABILITACIÓN URBANA|CESIÓN Y TRANSFERENCIA DE APORTES EN TERRENO POR PROCESOS DE HABILITACIÓN URBANAMinisterio de Educación (MINEDU)|2019-09-14 12:31:53.559469
Ministerio de Transportes y Comunicaciones (MTC)|10149|98608|T|B|78|tra%20mtc|20|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10149&id_registro=98608&tipo_registro=T&tipo_acceso=B|CIERRE  Y TRASLADO DE APERTURA DE REGISTROS ESPECIALES DE ALCOHOL ETÍLICO.|CIERRE  Y TRASLADO DE APERTURA DE REGISTROS ESPECIALES DE ALCOHOL ETÍLICO.Gobierno Regional de La Libertad (GRLL)|2019-09-14 12:31:53.560467
Ministerio de Transportes y Comunicaciones (MTC)|1073|70125|T|B|78|tra%20mtc|21|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1073&id_registro=70125&tipo_registro=T&tipo_acceso=B|CIERRE TOTAL DEL TRÁNSITO Y/O TRANSPORTE PARA VACIADO TECHO EJECUCIÒN DE OBRA, DESCARGA DE BIÈN  INMUEBLE PESADO ETC.|CIERRE TOTAL DEL TRÁNSITO Y/O TRANSPORTE PARA VACIADO TECHO EJECUCIÒN DE OBRA, DESCARGA DE BIÈN  INMUEBLE PESADO ETC.Municipalidad Provincial de Huánuco (MPHCO)|2019-09-14 12:31:53.561464
Ministerio de Transportes y Comunicaciones (MTC)|13288|11255|T|B|78|tra%20mtc|22|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13288&id_registro=11255&tipo_registro=T&tipo_acceso=B|CLASE Nº 01|CLASE Nº 01Dirección Regional de Salud de Ucayali (DRSU)|2019-09-14 12:31:53.567451
Ministerio de Transportes y Comunicaciones (MTC)|13288|11259|T|B|78|tra%20mtc|23|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13288&id_registro=11259&tipo_registro=T&tipo_acceso=B|CLASE Nº 01|CLASE Nº 01Dirección Regional de Salud de Ucayali (DRSU)|2019-09-14 12:31:53.570444
Ministerio de Transportes y Comunicaciones (MTC)|13288|11256|T|B|78|tra%20mtc|24|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13288&id_registro=11256&tipo_registro=T&tipo_acceso=B|CLASE Nº 02|CLASE Nº 02Dirección Regional de Salud de Ucayali (DRSU)|2019-09-14 12:31:53.571440
Ministerio de Transportes y Comunicaciones (MTC)|13288|11260|T|B|78|tra%20mtc|25|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13288&id_registro=11260&tipo_registro=T&tipo_acceso=B|CLASE Nº 02|CLASE Nº 02Dirección Regional de Salud de Ucayali (DRSU)|2019-09-14 12:31:53.572433
Ministerio de Transportes y Comunicaciones (MTC)|13288|11257|T|B|78|tra%20mtc|26|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13288&id_registro=11257&tipo_registro=T&tipo_acceso=B|CLASE Nº 03|CLASE Nº 03Dirección Regional de Salud de Ucayali (DRSU)|2019-09-14 12:31:53.574428
Ministerio de Transportes y Comunicaciones (MTC)|11151|83984|T|B|78|tra%20mtc|27|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11151&id_registro=83984&tipo_registro=T&tipo_acceso=B|CLASIFICACIÓN AMBIENTAL PARA EL TRATAMIENTO DE RESIDUOS SÓLIDOS|CLASIFICACIÓN AMBIENTAL PARA EL TRATAMIENTO DE RESIDUOS SÓLIDOSMunicipalidad Distrital de Samanco (MDS)|2019-09-14 12:31:53.575426
Ministerio de Transportes y Comunicaciones (MTC)|143|68523|T|B|78|tra%20mtc|28|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=143&id_registro=68523&tipo_registro=T&tipo_acceso=B|CLASIFICACIÓN Y APROBACIÓN DE LOS TÉRMINOS DE REFERENCIA DEL ESTUDIO AMBIENTAL DE PROYECTOS DE INFRAESTRUCTURAS DE TRANSFERENCIA, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS PARA LAS CATEGORÍAS II (EIA-SD) Y III (EIA-D) O CERTIFICACIÓN AMBIENTAL PARA LA CATEGORÍA I (DIA).|CLASIFICACIÓN Y APROBACIÓN DE LOS TÉRMINOS DE REFERENCIA DEL ESTUDIO AMBIENTAL DE PROYECTOS DE INFRAESTRUCTURAS DE TRANSFERENCIA, TRATAMIENTO Y DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS PARA LAS CATEGORÍAS II (EIA-SD) Y III (EIA-D) O CERTIFICACIÓN AMBIENTAL PARA LA CATEGORÍA I (DIA).Ministerio de Salud (MINSA)|2019-09-14 12:31:53.576424
Ministerio de Transportes y Comunicaciones (MTC)|13301|18485|T|B|78|tra%20mtc|29|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13301&id_registro=18485&tipo_registro=T&tipo_acceso=B|CLAUSULA ADICIONAL A CONTRATOS DE COMPRA VENTA Y/O CANCELACION DE PRECIO|CLAUSULA ADICIONAL A CONTRATOS DE COMPRA VENTA Y/O CANCELACION DE PRECIOPROYECTO ESPECIAL MAJES SIGUAS - AUTORIDAD AUTONOMA DE MAJES (PEMS -AUTODEMA)|2019-09-14 12:31:53.581409
Ministerio de Transportes y Comunicaciones (MTC)|10006|99297|T|B|78|tra%20mtc|30|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10006&id_registro=99297&tipo_registro=T&tipo_acceso=B|CLC.1 PROCEDIMIENTO ADMINISTRATIVO SANCIONADOR SOBRE CONDUCTAS ANTICOMPETITIVAS INICIADO POR DENUNCIA DE PARTE|CLC.1 PROCEDIMIENTO ADMINISTRATIVO SANCIONADOR SOBRE CONDUCTAS ANTICOMPETITIVAS INICIADO POR DENUNCIA DE PARTEInstituto Nacional de Defensa de la Competencia y de la  Protección de la Propiedad Intelectual (INDECOPI)|2019-09-14 12:31:53.586397
Ministerio de Transportes y Comunicaciones (MTC)|10006|99299|T|B|78|tra%20mtc|31|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10006&id_registro=99299&tipo_registro=T&tipo_acceso=B|CLC.2 PROCEDIMIENTO ADMINISTRATIVO SOBRE SOLICITUD DE MEDIDA CAUTELAR|CLC.2 PROCEDIMIENTO ADMINISTRATIVO SOBRE SOLICITUD DE MEDIDA CAUTELARInstituto Nacional de Defensa de la Competencia y de la  Protección de la Propiedad Intelectual (INDECOPI)|2019-09-14 12:31:53.588390
Ministerio de Transportes y Comunicaciones (MTC)|10006|99300|T|B|79|tra%20mtc|2|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10006&id_registro=99300&tipo_registro=T&tipo_acceso=B|CLC.3 SOLICITUD DE AUTORIZACIÓN PREVIA DE OPERACIONES DE CONCENTRACIÓN EMPRESARIAL EN EL SECTOR ELÉCTRICO |CLC.3 SOLICITUD DE AUTORIZACIÓN PREVIA DE OPERACIONES DE CONCENTRACIÓN EMPRESARIAL EN EL SECTOR ELÉCTRICO Instituto Nacional de Defensa de la Competencia y de la  Protección de la Propiedad Intelectual (INDECOPI)|2019-09-14 12:31:57.335445
Ministerio de Transportes y Comunicaciones (MTC)|10038|34483|T|B|79|tra%20mtc|3|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10038&id_registro=34483&tipo_registro=T&tipo_acceso=B|CLUBES DEPORTIVOS: AMPLIACIÓN DE INSCRIPCIÓN DE ACTIVIDAD DEPORTIVA A OTRAS DISCIPLINAS DEPORTIVAS|CLUBES DEPORTIVOS: AMPLIACIÓN DE INSCRIPCIÓN DE ACTIVIDAD DEPORTIVA A OTRAS DISCIPLINAS DEPORTIVASInstituto Peruano del Deporte (IPD)|2019-09-14 12:31:57.339443
Ministerio de Transportes y Comunicaciones (MTC)|13746|32055|T|B|79|tra%20mtc|4|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13746&id_registro=32055&tipo_registro=T&tipo_acceso=B|COBRANZA DE LETRAS CON NOTIFICACIÓN|COBRANZA DE LETRAS CON NOTIFICACIÓNSOCIEDAD DE BENEFICENCIA DE CHICLAYO (SBCH)|2019-09-14 12:31:57.344420
Ministerio de Transportes y Comunicaciones (MTC)|11401|44748|T|B|79|tra%20mtc|5|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11401&id_registro=44748&tipo_registro=T&tipo_acceso=B|CODIGO CATASTRAL|CODIGO CATASTRALMunicipalidad Distrital de José Leonardo Ortiz (MDJLO)|2019-09-14 12:31:57.346416
Ministerio de Transportes y Comunicaciones (MTC)|866|73647|T|B|79|tra%20mtc|6|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=866&id_registro=73647&tipo_registro=T&tipo_acceso=B|CÓDIGO CATASTRAL Y/O PLANO  CATASTRAL (CERCADO DEL CALLAO)|CÓDIGO CATASTRAL Y/O PLANO  CATASTRAL (CERCADO DEL CALLAO)Municipalidad Provincial del Callao (MPCALLAO)|2019-09-14 12:31:57.353407
Ministerio de Transportes y Comunicaciones (MTC)|10077|24119|T|B|79|tra%20mtc|7|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10077&id_registro=24119&tipo_registro=T&tipo_acceso=B|CODIGO O FICHA CATASTRAL|CODIGO O FICHA CATASTRALMunicipalidad Distrital de San Bartolo (MDSANBARTOLO)|2019-09-14 12:31:57.357388
Ministerio de Transportes y Comunicaciones (MTC)|10606|45853|T|B|79|tra%20mtc|8|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10606&id_registro=45853&tipo_registro=T&tipo_acceso=B|COLOCACIÓN DE TOLDOS EN PARADEROS (TRIMESTRAL)|COLOCACIÓN DE TOLDOS EN PARADEROS (TRIMESTRAL)Municipalidad Distrital de MALA (MDM)|2019-09-14 12:31:57.359380
Ministerio de Transportes y Comunicaciones (MTC)|11890|18797|T|B|79|tra%20mtc|9|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11890&id_registro=18797&tipo_registro=T&tipo_acceso=B|COLOCACIÓN TRASLADO DE CABINAS TELEFÓNICAS|COLOCACIÓN TRASLADO DE CABINAS TELEFÓNICASMunicipalidad Provincial de San Marcos (MP-SAN MARCOS)|2019-09-14 12:31:57.360379
Ministerio de Transportes y Comunicaciones (MTC)|12140|10151|T|B|79|tra%20mtc|10|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=12140&id_registro=10151&tipo_registro=T&tipo_acceso=B|COMPENSACION DE DEUDA TRIBUTARIA POR TRANSFERENCIA DE PREDIO|COMPENSACION DE DEUDA TRIBUTARIA POR TRANSFERENCIA DE PREDIOMUNICIPALIDAD PROVINCIAL DE ILO (MPI-ILO)|2019-09-14 12:31:57.361375
Ministerio de Transportes y Comunicaciones (MTC)|11163|65384|T|B|79|tra%20mtc|11|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11163&id_registro=65384&tipo_registro=T&tipo_acceso=B|COMPENSACIÓN O DEVOLUCIÓN DE MULTAS ADMINISTRATIVAS|COMPENSACIÓN O DEVOLUCIÓN DE MULTAS ADMINISTRATIVASMunicipalidad Provincial de Yungay (MP-YUNGAY)|2019-09-14 12:31:57.362373
Ministerio de Transportes y Comunicaciones (MTC)|10938|10201|T|B|79|tra%20mtc|12|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10938&id_registro=10201&tipo_registro=T&tipo_acceso=B|COMPENSACION O TRANSFERENCIA DE PAGOS POR TRIBUTOS|COMPENSACION O TRANSFERENCIA DE PAGOS POR TRIBUTOSMunicipalidad Distrital de Bellavista - Callao (MUDIBE)|2019-09-14 12:31:57.363371
Ministerio de Transportes y Comunicaciones (MTC)|10439|22587|T|B|79|tra%20mtc|13|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10439&id_registro=22587&tipo_registro=T&tipo_acceso=B|COMPENSACIÓN VACACIONAL (DOCENTE Y ADMINISTRATIVO)|COMPENSACIÓN VACACIONAL (DOCENTE Y ADMINISTRATIVO)Universidad Nacional San Cristóbal de Huamanga (UNSCH)|2019-09-14 12:31:57.369355
Ministerio de Transportes y Comunicaciones (MTC)|12188|52158|T|B|79|tra%20mtc|14|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=12188&id_registro=52158&tipo_registro=T&tipo_acceso=B|COMPENSACIÓN, CONSOLIDACIÓN , O DEVOLUCIÓN DE PAGOS INDEBIDOS O EN EXCESO ( EXCEPTO POR ERROR ADMINISTRATIVO )|COMPENSACIÓN, CONSOLIDACIÓN , O DEVOLUCIÓN DE PAGOS INDEBIDOS O EN EXCESO ( EXCEPTO POR ERROR ADMINISTRATIVO )Municipalidad Provincial de Melgar (MPM-A)|2019-09-14 12:31:57.373344
Ministerio de Transportes y Comunicaciones (MTC)|1772|17115|T|B|79|tra%20mtc|15|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=1772&id_registro=17115&tipo_registro=T&tipo_acceso=B|COMPENSACIÓN, CONSOLIDACIÓN O DEVOLUCIÓN DE PAGOS INDEBIDOS O EN EXCESO (EXCEPTO POR ERROR ADMINISTRATIVO)|COMPENSACIÓN, CONSOLIDACIÓN O DEVOLUCIÓN DE PAGOS INDEBIDOS O EN EXCESO (EXCEPTO POR ERROR ADMINISTRATIVO)Municipalidad Provincial de Puno (MPP)|2019-09-14 12:31:57.376335
Ministerio de Transportes y Comunicaciones (MTC)|10036|31201|T|B|79|tra%20mtc|16|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10036&id_registro=31201&tipo_registro=T&tipo_acceso=B|COMPENSACION, TRANSFERENCIA, OTROS|COMPENSACION, TRANSFERENCIA, OTROSMunicipalidad Distrital de Lince (MDL)|2019-09-14 12:31:57.377333
Ministerio de Transportes y Comunicaciones (MTC)|11859|77838|T|B|79|tra%20mtc|17|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11859&id_registro=77838&tipo_registro=T&tipo_acceso=B|COMPLEMENTO O INCREMENTO DE FLOTA VEHICULAR PARA TRANSPORTE REGULAR|COMPLEMENTO O INCREMENTO DE FLOTA VEHICULAR PARA TRANSPORTE REGULARMunicipalidad Provincial de Arequipa (MPA)|2019-09-14 12:31:57.378329
Ministerio de Transportes y Comunicaciones (MTC)|11505|71199|T|B|79|tra%20mtc|18|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=11505&id_registro=71199&tipo_registro=T&tipo_acceso=B|COMPROBANTE DE PAGO POR LA TASA MUNICIPAL RESPECTIVA|COMPROBANTE DE PAGO POR LA TASA MUNICIPAL RESPECTIVAMunicipalidad Distrital de Punchana (MDP-PUNCHANA)|2019-09-14 12:31:57.379328
Ministerio de Transportes y Comunicaciones (MTC)|13499|35437|T|B|79|tra%20mtc|19|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13499&id_registro=35437&tipo_registro=T&tipo_acceso=B|COMUNICACIÓN  DE  TRABAJADORES  AMPARADOS  POR  EL  FUERO ¡SINDICAL,  EN  SINDICATOS  DE  PRIMER GRADO,  FEDERACIONES  Y CONFEDERACIONES.|COMUNICACIÓN  DE  TRABAJADORES  AMPARADOS  POR  EL  FUERO ¡SINDICAL,  EN  SINDICATOS  DE  PRIMER GRADO,  FEDERACIONES  Y CONFEDERACIONES.DIRECCION REGIONAL DE TRABAJO Y PROMOCION DEL EMPLEO - PASCO (DRTPE-PASCO)|2019-09-14 12:31:57.380325
Ministerio de Transportes y Comunicaciones (MTC)|13499|35419|T|B|79|tra%20mtc|20|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13499&id_registro=35419&tipo_registro=T&tipo_acceso=B|COMUNICACIÓN  DE INICIO DE ACTIVIDADES EN UNA REGIÓN DISTINTA  A LA QUE SE CONCEDIÓ EL REGISTRO INICIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.|COMUNICACIÓN  DE INICIO DE ACTIVIDADES EN UNA REGIÓN DISTINTA  A LA QUE SE CONCEDIÓ EL REGISTRO INICIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.DIRECCION REGIONAL DE TRABAJO Y PROMOCION DEL EMPLEO - PASCO (DRTPE-PASCO)|2019-09-14 12:31:57.381323
Ministerio de Transportes y Comunicaciones (MTC)|180|73246|T|B|79|tra%20mtc|21|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=180&id_registro=73246&tipo_registro=T&tipo_acceso=B|COMUNICACIÓN  DEL  NÚMERO Y  OCUPACIÓN DE  LOS TRABAJADORES NECESARIOS PARA EL MANTENIMIENTO DE LOS SERVICIOS ESENCIALES, DURANTE  LA HUELGA.|COMUNICACIÓN  DEL  NÚMERO Y  OCUPACIÓN DE  LOS TRABAJADORES NECESARIOS PARA EL MANTENIMIENTO DE LOS SERVICIOS ESENCIALES, DURANTE  LA HUELGA.Gobierno Regional del Callao (GR-CALLAO)|2019-09-14 12:31:57.386312
Ministerio de Transportes y Comunicaciones (MTC)|13499|35428|T|B|79|tra%20mtc|22|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13499&id_registro=35428&tipo_registro=T&tipo_acceso=B|COMUNICACIÓN  DEL  NÚMERO Y  OCUPACIÓN DE LOS  TRABAJADORES NECESARIOS PARA EL MANTENIMIENTO DE LOS SERVICIOS ESENCIALES, DURANTE  LA HUELGA.|COMUNICACIÓN  DEL  NÚMERO Y  OCUPACIÓN DE LOS  TRABAJADORES NECESARIOS PARA EL MANTENIMIENTO DE LOS SERVICIOS ESENCIALES, DURANTE  LA HUELGA.DIRECCION REGIONAL DE TRABAJO Y PROMOCION DEL EMPLEO - PASCO (DRTPE-PASCO)|2019-09-14 12:31:57.389303
Ministerio de Transportes y Comunicaciones (MTC)|14198|54459|T|B|79|tra%20mtc|23|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=14198&id_registro=54459&tipo_registro=T&tipo_acceso=B|COMUNICACION DE INICIO DE ACTIVIDADES EN UNA REGION DISTINTA A LA QUE SE CONCEDIO EL REGISTRO INCIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS|COMUNICACION DE INICIO DE ACTIVIDADES EN UNA REGION DISTINTA A LA QUE SE CONCEDIO EL REGISTRO INCIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOSDirección Regional de Trabajo y Promoción del Empleo-Cusco (DRTPE-CUSCO)|2019-09-14 12:31:57.392293
Ministerio de Transportes y Comunicaciones (MTC)|10147|75019|T|B|79|tra%20mtc|24|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10147&id_registro=75019&tipo_registro=T&tipo_acceso=B|COMUNICACION DE INICIO DE ACTIVIDADES EN UNA REGION DISTINTA A LA QUE SE CONCEDIO EL REGISTRO INICIAL DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS|COMUNICACION DE INICIO DE ACTIVIDADES EN UNA REGION DISTINTA A LA QUE SE CONCEDIO EL REGISTRO INICIAL DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOSGobierno Regional de Ica (GORE-ICA)|2019-09-14 12:31:57.394287
Ministerio de Transportes y Comunicaciones (MTC)|10149|98525|T|B|79|tra%20mtc|25|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10149&id_registro=98525&tipo_registro=T&tipo_acceso=B|COMUNICACIÓN DE INICIO DE ACTIVIDADES EN UNA REGIÓN DISTINTA A LA QUE SE CONCEDIÓ EL REGISTRO INICIAL DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.|COMUNICACIÓN DE INICIO DE ACTIVIDADES EN UNA REGIÓN DISTINTA A LA QUE SE CONCEDIÓ EL REGISTRO INICIAL DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.Gobierno Regional de La Libertad (GRLL)|2019-09-14 12:31:57.395284
Ministerio de Transportes y Comunicaciones (MTC)|10166|64041|T|B|79|tra%20mtc|26|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10166&id_registro=64041&tipo_registro=T&tipo_acceso=B|COMUNICACIÓN DE INICIO DE ACTIVIDADES EN UNA REGIÓN DISTINTA A LA QUE SE CONCEDIÓ EL REGISTRO INICIAL, DE LAS  EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.|COMUNICACIÓN DE INICIO DE ACTIVIDADES EN UNA REGIÓN DISTINTA A LA QUE SE CONCEDIÓ EL REGISTRO INICIAL, DE LAS  EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.Gobierno Regional San Martín (GORESAM)|2019-09-14 12:31:57.397283
Ministerio de Transportes y Comunicaciones (MTC)|13300|10871|T|B|79|tra%20mtc|27|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=13300&id_registro=10871&tipo_registro=T&tipo_acceso=B|COMUNICACION DE INICIO DE ACTIVIDADES EN UNA REGION DISTINTA A LA QUE SE CONCEDIO EL REGISTRO INICIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS|COMUNICACION DE INICIO DE ACTIVIDADES EN UNA REGION DISTINTA A LA QUE SE CONCEDIO EL REGISTRO INICIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOSDireccion Regional de Trabajo y Promoción del Empleo - Ucayali (DRTPE - UCAYALI)|2019-09-14 12:31:57.401271
Ministerio de Transportes y Comunicaciones (MTC)|10146|24096|T|B|79|tra%20mtc|28|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=10146&id_registro=24096&tipo_registro=T&tipo_acceso=B|COMUNICACION DE INICIO DE ACTIVIDADES EN UNA REGION DISTINTA A LA QUE SE CONCEDIO EL REGISTRO INICIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.|COMUNICACION DE INICIO DE ACTIVIDADES EN UNA REGION DISTINTA A LA QUE SE CONCEDIO EL REGISTRO INICIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.Gobierno Regional de Huánuco (GOREHCO)|2019-09-14 12:31:57.403269
Ministerio de Transportes y Comunicaciones (MTC)|180|73235|T|B|79|tra%20mtc|29|https://www.tramites.gob.pe/buscador/psce_reg_accion.aspx?id_entidad=180&id_registro=73235&tipo_registro=T&tipo_acceso=B|COMUNICACIÓN DE INICIO DE ACTIVIDADES EN UNA REGIÓN DISTINTA A LA QUE SE CONCEDIÓ EL REGISTRO INICIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.|COMUNICACIÓN DE INICIO DE ACTIVIDADES EN UNA REGIÓN DISTINTA A LA QUE SE CONCEDIÓ EL REGISTRO INICIAL, DE LAS EMPRESAS ADMINISTRADORAS Y EMPRESAS PROVEEDORAS DE ALIMENTOS.Gobierno Regional del Callao (GR-CALLAO)|2019-09-14 12:31:57.406261
